57404312213102573130535121623701575324660752536153337662374157531437046612335353163756240153524131576357403153520146143661013724660733535321375624015352414060075253527613574301533301615357376157466121,{b'a': [(5, 7)], b'b': [(2, 2), (4, 5), (5, 4), (6, 5)], b'c': [(4, 4), (7, 5)], b'd': [(3, 1), (4, 3)], b'e': [(0, 1), (1, 4), (3, 0), (4, 1), (7, 6)], b'f': [(1, 0), (3, 4), (7, 0)], b'g': [(0, 7), (1, 2), (6, 2)], b'h': [(3, 3), (5, 2)], b'i': [(1, 1), (6, 0), (6, 6)], b'j': [(4, 7), (7, 3)], b'k': [(0, 0), (0, 6), (3, 5), (5, 5)], b'l': [(0, 4), (2, 4), (4, 6), (7, 7)], b'm': [(0, 2), (1, 3), (2, 7), (7, 1)], b'n': [(4, 0)], b'o': [(1, 6), (2, 1)], b'p': [(2, 6)], b'q': [(3, 2), (4, 2), (7, 4)], b'r': [(3, 7)], b's': [(3, 6), (6, 1)], b't': [(5, 3)], b'u': [(0, 5), (5, 6)], b'v': [(6, 4), (6, 7)], b'w': [(5, 0), (5, 1)], b'x': [(0, 3), (1, 5), (2, 3), (2, 5), (7, 2)], b'y': [(1, 7), (6, 3)], b'z': [(2, 0)]}
12043402461113775727770533275634442727053734441006321063701061064434442777437157107457346216047044101334374134222766053327376174064306622744107457433634622776273716154562415206444104107134106556100532,{b'a': [(1, 0)], b'b': [(1, 2), (2, 1), (2, 2), (4, 2)], b'c': [(1, 7), (3, 0), (3, 1)], b'd': [(3, 2), (5, 7)], b'e': [(2, 7)], b'f': [(1, 5), (3, 6), (6, 5)], b'g': [(0, 1), (4, 7), (6, 6)], b'h': [(4, 4), (6, 2)], b'i': [(0, 2), (0, 5), (1, 1), (6, 1)], b'j': [(0, 3), (2, 0), (6, 4)], b'k': [(4, 0), (5, 4), (7, 2)], b'l': [(1, 3), (7, 7)], b'm': [(0, 0), (5, 2), (7, 5), (7, 6)], b'n': [(3, 7), (7, 4)], b'o': [(1, 6), (4, 1), (4, 3)], b'p': [(2, 3)], b'q': [(6, 0)], b'r': [(5, 6), (7, 1)], b's': [(3, 5), (5, 5), (6, 7), (7, 0)], b't': [(0, 6), (3, 4)], b'u': [(0, 4), (5, 0)], b'v': [(2, 4), (2, 5), (3, 3), (5, 1)], b'w': [(0, 7), (1, 4), (2, 6), (4, 5), (4, 6)], b'x': [(7, 3)], b'y': [(6, 3)], b'z': [(5, 3)]}
41336571343271416232133217004525307141077765474274574225412565641271122445335721400141126137606745334571477034320341275741253300014561120477412532673207670365413340412732133274652441571541336503451470,{b'a': [(4, 0), (4, 2), (4, 5)], b'b': [(2, 2)], b'c': [(3, 6), (5, 0), (5, 2), (6, 6), (7, 2), (7, 6)], b'd': [(2, 0), (4, 7), (7, 0)], b'e': [(3, 2), (6, 5)], b'f': [(2, 4), (7, 3)], b'g': [(7, 7)], b'h': [(2, 5), (3, 3)], b'i': [(0, 0), (3, 7), (5, 7)], b'j': [(6, 2)], b'k': [(0, 2), (2, 1), (5, 6)], b'l': [(0, 3), (0, 5), (4, 3), (5, 3), (7, 4), (7, 5)], b'm': [(0, 1), (1, 7), (6, 1)], b'n': [(0, 4), (1, 4), (1, 5), (7, 1)], b'o': [(0, 7), (1, 2)], b'p': [(0, 6), (6, 7)], b'q': [(4, 4)], b'r': [(1, 3)], b's': [(1, 0), (6, 4)], b't': [(4, 1)], b'u': [(3, 0), (5, 5), (6, 3)], b'v': [(4, 6)], b'w': [(2, 3), (2, 7), (3, 4)], b'x': [(2, 6), (5, 1)], b'y': [(1, 1), (3, 1)], b'z': [(1, 6), (3, 5), (5, 4), (6, 0)]}
37702563571616133757375111165716336617655713540107573750251657155763706617161333664422502513376040133732266211375753465713162262252430163713375716755770111667454401421350631337572411766567661777665716,{b'a': [(3, 3), (6, 7), (7, 0)], b'b': [(2, 4)], b'c': [(5, 2)], b'd': [(1, 7), (4, 4)], b'e': [(5, 7)], b'f': [(2, 2)], b'g': [(6, 5)], b'h': [(3, 7)], b'i': [(0, 4), (3, 0), (4, 0), (6, 1), (7, 6), (7, 7)], b'j': [(3, 5), (4, 7)], b'k': [(0, 2), (0, 5), (1, 4), (7, 3), (7, 4)], b'l': [(1, 2), (3, 1), (3, 4), (5, 3)], b'm': [(1, 5), (4, 6), (5, 6)], b'n': [(4, 5), (6, 3), (6, 6)], b'o': [(1, 0), (2, 6), (2, 7), (5, 0), (5, 1)], b'p': [(0, 1), (7, 5)], b'q': [(2, 3), (4, 1), (7, 1), (7, 2)], b'r': [(1, 1), (2, 5)], b's': [(1, 6)], b't': [(1, 3)], b'u': [(4, 2), (5, 4), (6, 2)], b'v': [(0, 3), (2, 0), (4, 3)], b'w': [(0, 0), (2, 1), (6, 0)], b'x': [(0, 6), (3, 6), (5, 5)], b'y': [(0, 7), (3, 2)], b'z': [(6, 4)]}
36737635411037563673565356206163731206522720014630561262765344474036612053367347146273675252426753247377463673127512533214672326224132761216671023633673765377103673125756626763735677765363416177202000,{b'a': [(1, 2), (6, 7)], b'b': [(0, 5), (0, 7), (2, 1), (5, 1), (6, 0)], b'c': [(2, 2), (2, 4), (3, 7), (4, 5)], b'd': [(0, 0), (1, 7), (2, 5), (2, 6)], b'e': [(4, 7), (5, 6), (7, 6)], b'f': [(0, 2), (6, 1)], b'g': [(1, 6), (2, 7), (3, 3), (5, 0)], b'h': [(7, 3)], b'i': [(1, 0), (4, 6)], b'j': [(7, 2)], b'k': [(1, 3), (3, 0)], b'l': [(0, 1), (0, 6), (5, 2)], b'm': [(3, 2), (3, 4), (4, 2)], b'n': [(0, 4), (2, 3), (4, 0), (7, 5)], b'o': [(2, 0), (4, 1)], b'p': [(4, 4)], b'q': [(0, 3), (1, 5), (4, 3)], b'r': [(5, 3)], b's': [(6, 2), (6, 3)], b't': [(3, 6)], b'u': [(1, 1), (3, 1), (5, 4)], b'v': [(3, 5), (5, 5), (6, 4), (7, 1)], b'w': [(7, 7)], b'x': [(5, 7), (7, 4)], b'y': [(1, 4), (6, 5)], b'z': [(6, 6), (7, 0)]}
11577133676673572743334032751441521164667011606357117354246575046433676611406605423360547570736075115673321144656333075611562116334411406605433360240467266773604170631160660543336024047671736370100444,{b'a': [(1, 1)], b'b': [(5, 1), (5, 6)], b'c': [(4, 1)], b'd': [(6, 6)], b'e': [(0, 4), (1, 4), (7, 0)], b'f': [(0, 0), (0, 1), (0, 7), (4, 6), (6, 1), (7, 4)], b'g': [(0, 6), (1, 7)], b'h': [(2, 4), (5, 2), (7, 5)], b'i': [(7, 3)], b'j': [(2, 0), (5, 3), (6, 2)], b'k': [(7, 7)], b'l': [(1, 6), (6, 4)], b'm': [(1, 0), (2, 3), (4, 5), (5, 5)], b'n': [(4, 0), (4, 4), (6, 0)], b'o': [(3, 3)], b'p': [(2, 6), (4, 2), (4, 3)], b'q': [(1, 5), (3, 5), (3, 6)], b'r': [(6, 7), (7, 6)], b's': [(5, 7), (6, 3)], b't': [(3, 2), (3, 4), (5, 4), (6, 5)], b'u': [(0, 5), (1, 2), (2, 7), (4, 7)], b'v': [(1, 3), (5, 0)], b'w': [(7, 1)], b'x': [(0, 2), (3, 0)], b'y': [(2, 1), (2, 2), (3, 1), (3, 7)], b'z': [(0, 3), (2, 5), (7, 2)]}
57722325053673611325714143502067227214257105170562143167310602577045721550712240315143634026767671005341665617227251135325615312104336102767514043175303252615516467500310412345435113514027675310542371,{b'a': [(2, 6), (3, 1), (4, 1), (5, 2), (5, 4), (6, 4)], b'b': [(0, 1), (5, 5)], b'c': [(1, 2), (4, 2)], b'd': [(5, 0), (6, 0)], b'e': [(1, 0), (2, 5), (5, 3), (7, 3)], b'f': [(6, 2), (7, 5)], b'g': [(0, 4), (4, 4)], b'h': [(0, 3), (1, 3), (4, 0)], b'i': [(2, 7), (4, 3)], b'j': [(3, 3)], b'k': [(2, 1), (6, 6)], b'l': [(0, 2), (0, 6), (1, 6), (7, 6)], b'm': [(1, 4), (5, 7)], b'n': [(1, 7), (6, 7)], b'o': [(0, 5), (7, 2)], b'p': [(0, 0), (1, 1), (3, 0), (3, 4), (7, 7)], b'q': [(0, 7), (3, 7), (6, 5), (7, 4)], b'r': [(1, 5), (2, 3), (6, 1)], b's': [(6, 3), (7, 1)], b't': [(2, 2), (5, 1)], b'u': [(2, 0), (5, 6)], b'v': [(3, 6)], b'w': [(4, 5)], b'x': [(2, 4)], b'y': [(3, 5), (7, 0)], b'z': [(3, 2), (4, 6), (4, 7)]}
46437302465237703457470746731646374773105772462455735002517073465437743424025505303737460002517063002337715746011273007210700007102516461312735324705206464643057073312071574601077246435772730113257073,{b'a': [(0, 0), (5, 0)], b'b': [(2, 6), (3, 2), (4, 4), (6, 2)], b'c': [(1, 5), (4, 0), (7, 6)], b'd': [(1, 0), (5, 1)], b'e': [(3, 7), (7, 3)], b'f': [(2, 0), (3, 0)], b'g': [(5, 3), (6, 5), (6, 7), (7, 7)], b'h': [(0, 1), (4, 3), (5, 2)], b'i': [(0, 7), (5, 7)], b'j': [(1, 4)], b'k': [(2, 3), (4, 1)], b'l': [(3, 1)], b'm': [(1, 2), (5, 4), (5, 5)], b'n': [(0, 2), (1, 6), (7, 2)], b'o': [(1, 3), (2, 4)], b'p': [(3, 4), (6, 3)], b'q': [(2, 7), (4, 5), (7, 5)], b'r': [(0, 3), (4, 7)], b's': [(7, 0)], b't': [(4, 6)], b'u': [(0, 6), (2, 1), (2, 5), (4, 2), (6, 4), (7, 4)], b'v': [(0, 4), (6, 0), (6, 6)], b'w': [(7, 1)], b'x': [(1, 1), (3, 6), (5, 6)], b'y': [(0, 5), (3, 5)], b'z': [(1, 7), (2, 2), (3, 3), (6, 1)]}
03325170463073671751217003772615323146360717276446535370361775462546257027332240703621247003175351655307316134737031706707557721461740100746515361241530035162307625353770230775777046071740700757514651,{b'a': [(2, 3), (3, 0), (3, 1), (3, 4), (4, 0)], b'b': [(0, 1), (1, 2), (7, 4), (7, 6)], b'c': [(0, 2), (5, 0)], b'd': [(6, 7)], b'e': [(1, 5), (5, 1), (5, 3)], b'f': [(3, 3), (4, 4), (6, 0)], b'g': [(4, 3), (6, 1)], b'h': [(1, 7), (3, 2), (5, 5), (5, 7)], b'i': [(3, 7), (7, 3), (7, 5)], b'j': [(2, 0), (7, 1)], b'k': [(5, 6)], b'l': [(1, 0), (1, 1), (5, 2)], b'm': [(2, 2), (2, 6), (3, 5), (7, 2)], b'n': [(7, 0)], b'o': [(2, 5), (2, 7), (7, 7)], b'p': [(6, 3)], b'q': [(1, 6)], b'r': [(0, 5), (0, 6), (1, 4), (2, 4), (6, 2)], b's': [(4, 6)], b't': [(0, 3), (0, 7), (3, 6)], b'u': [(2, 1), (6, 4)], b'v': [(5, 4)], b'w': [(0, 0), (4, 5)], b'x': [(4, 1), (6, 6)], b'y': [(4, 7), (6, 5)], b'z': [(0, 4), (1, 3), (4, 2)]}
56241642011256741675240646065744001362527466510642444246045462562413717435667757441446347377672374775706576254355674244146270152464377305624130657442761622477714643063056241754666223742477305114740627,{b'a': [(5, 6)], b'b': [(1, 5), (3, 6), (7, 2)], b'c': [(1, 4)], b'd': [(1, 3), (1, 6), (1, 7)], b'e': [(0, 1), (4, 4), (5, 1), (6, 2)], b'f': [(5, 2), (5, 5), (7, 1)], b'g': [(1, 0), (4, 1)], b'h': [(3, 0), (4, 2), (5, 7)], b'i': [(7, 4)], b'j': [(3, 3)], b'k': [(0, 2), (6, 0)], b'l': [(3, 5), (6, 6)], b'm': [(0, 0), (4, 7)], b'n': [(2, 4)], b'o': [(4, 6)], b'p': [(1, 1), (2, 6)], b'q': [(0, 7), (3, 7), (4, 0), (6, 4)], b'r': [(4, 3), (6, 5), (7, 3)], b's': [(1, 2), (2, 2), (5, 4), (6, 7)], b't': [(0, 6), (7, 7)], b'u': [(0, 3), (0, 4), (3, 4), (6, 3), (7, 5), (7, 6)], b'v': [(2, 5), (3, 2), (4, 5)], b'w': [(2, 3), (5, 3), (6, 1)], b'x': [(0, 5), (2, 0)], b'y': [(2, 7), (5, 0)], b'z': [(2, 1), (3, 1), (7, 0)]}
50561176026475431521607402623631201533507220155005337561643347724266153075341545231324736064203315400757500515306135153027733143156733203342136110621532501733757534155712153015503415314315300167610376,{b'a': [(3, 3)], b'b': [(0, 7), (6, 7)], b'c': [(3, 1)], b'd': [(1, 3), (6, 6)], b'e': [(1, 5)], b'f': [(7, 3)], b'g': [(3, 6), (4, 5), (5, 5), (6, 5)], b'h': [(0, 5), (1, 7), (3, 4), (4, 3), (5, 6)], b'i': [(0, 2), (1, 1), (6, 0), (6, 1)], b'j': [(0, 0), (2, 2), (5, 2)], b'k': [(1, 0), (6, 3)], b'l': [(2, 1), (2, 6), (3, 7), (4, 0)], b'm': [(0, 3), (5, 4), (7, 0)], b'n': [(4, 2), (6, 2), (7, 1)], b'o': [(2, 3), (2, 4), (2, 7)], b'p': [(1, 4), (4, 1), (5, 1)], b'q': [(0, 4), (4, 6), (7, 7)], b'r': [(2, 0), (3, 0)], b's': [(6, 4), (7, 6)], b't': [(5, 0), (7, 5)], b'u': [(0, 1), (7, 2)], b'v': [(0, 6), (1, 6), (3, 5), (5, 3), (7, 4)], b'w': [(1, 2), (3, 2), (4, 7)], b'x': [(4, 4)], b'y': [(5, 7)], b'z': [(2, 5)]}
10725763206005707257077257741721607765536251701745107257627414602330265041051056570656575753376457266205571072571250230510565730536674246651707257306620665160657655574306503766615774705657125064661557,{b'a': [(5, 0), (5, 5)], b'b': [(1, 1), (2, 1), (5, 2), (6, 4)], b'c': [(0, 1), (0, 7), (3, 5), (4, 7), (7, 1)], b'd': [(0, 5), (2, 0)], b'e': [(5, 7)], b'f': [(5, 1)], b'g': [(3, 0)], b'h': [(5, 6), (7, 2)], b'i': [(6, 0), (6, 2)], b'j': [(1, 6), (3, 1), (4, 6)], b'k': [(4, 2)], b'l': [(4, 3), (5, 3)], b'm': [(1, 2), (7, 7)], b'n': [(2, 3), (4, 1), (6, 3)], b'o': [(6, 6)], b'p': [(0, 0), (0, 2), (0, 4), (4, 5)], b'q': [(1, 3), (2, 2), (4, 4), (5, 4), (7, 5)], b'r': [(3, 3), (7, 4), (7, 6)], b's': [(2, 6), (3, 7), (6, 5)], b't': [(1, 0), (7, 0)], b'u': [(1, 7)], b'v': [(1, 5), (6, 1)], b'w': [(0, 6), (1, 4), (3, 2)], b'x': [(0, 3), (2, 5), (4, 0)], b'y': [(2, 4), (2, 7), (3, 4), (7, 3)], b'z': [(3, 6), (6, 7)]}
72204121010165306002043064730625457113236025745114555571172504037160756730643104600117632445725235363667044435255134251330715204556000742123652736660477632155713575744165362716557513302025046061122545,{b'a': [(3, 5), (6, 0)], b'b': [(1, 1), (1, 6), (3, 3), (5, 0), (6, 6)], b'c': [(5, 4)], b'd': [(6, 7), (7, 4)], b'e': [(0, 4), (5, 5)], b'f': [(3, 4), (4, 7), (7, 3)], b'g': [(1, 2), (4, 6), (5, 6)], b'h': [(1, 4), (5, 2)], b'i': [(2, 1), (6, 5)], b'j': [(3, 1)], b'k': [(0, 2), (0, 7), (1, 0), (1, 5), (4, 0)], b'l': [(0, 1), (2, 7), (3, 6)], b'm': [(3, 0)], b'n': [(0, 0), (5, 3), (6, 1), (7, 5)], b'o': [(1, 3), (1, 7), (2, 0)], b'p': [(3, 7), (4, 4), (5, 7), (7, 0)], b'q': [(3, 2), (7, 7)], b'r': [(0, 5), (2, 5)], b's': [(0, 3), (2, 4), (7, 2)], b't': [(5, 1), (7, 1)], b'u': [(0, 6), (4, 2), (6, 3)], b'v': [(7, 6)], b'w': [(2, 3), (4, 1)], b'x': [(2, 2), (6, 2)], b'y': [(4, 5), (6, 4)], b'z': [(2, 6), (4, 3)]}
21671377777463664677770613214257426724770613216766566024566150021725601367503313336016061201331373512373336723244467022305376750331355152036420513751613673657566124574213331356575675331717773513126742,{b'a': [(0, 5), (1, 6), (2, 5), (5, 6), (6, 3), (6, 5)], b'b': [(5, 5), (6, 2), (6, 4)], b'c': [(0, 3), (3, 1), (3, 7)], b'd': [(2, 4), (5, 0)], b'e': [(4, 2), (6, 7)], b'f': [(0, 6), (7, 3)], b'g': [(2, 0)], b'h': [(2, 1), (4, 4)], b'i': [(3, 3)], b'j': [(1, 0), (1, 4)], b'k': [(4, 1), (5, 3), (7, 4), (7, 6)], b'l': [(1, 7), (2, 3), (6, 6)], b'm': [(0, 0), (5, 4)], b'n': [(6, 0), (6, 1)], b'o': [(7, 7)], b'p': [(0, 2), (3, 0)], b'q': [(0, 7), (5, 2)], b'r': [(1, 1), (1, 2), (3, 6)], b's': [(4, 0), (4, 6), (5, 7)], b't': [(1, 3)], b'u': [(0, 1), (5, 1)], b'v': [(7, 1)], b'w': [(2, 7), (3, 5), (7, 5)], b'x': [(2, 6), (3, 4), (4, 3)], b'y': [(1, 5), (2, 2), (7, 0), (7, 2)], b'z': [(0, 4), (3, 2), (4, 5), (4, 7)]}
72045577776014556637326001577175323607035660565771346033334432553644600560414152662411321344323260563604323523531432054432753201047107745572011421325536323060563604327731567616453634465655016070603643,{b'a': [(3, 1), (5, 3), (5, 5), (6, 3)], b'b': [(2, 2), (7, 3)], b'c': [(1, 4)], b'd': [(2, 4), (3, 0), (7, 6)], b'e': [(3, 2)], b'f': [(1, 7), (4, 5)], b'g': [(1, 1)], b'h': [(0, 4), (3, 4), (4, 4)], b'i': [(6, 0)], b'j': [(5, 2)], b'k': [(0, 6), (1, 2), (4, 0), (5, 1)], b'l': [(2, 3), (4, 1), (7, 7)], b'm': [(0, 0), (2, 5), (4, 2), (5, 0)], b'n': [(5, 6)], b'o': [(1, 6), (7, 1)], b'p': [(0, 2), (2, 7), (3, 5)], b'q': [(1, 0), (6, 4), (6, 5), (6, 7)], b'r': [(0, 3), (2, 1), (7, 5)], b's': [(3, 3), (3, 7), (5, 4), (6, 1), (7, 2)], b't': [(0, 1), (1, 3), (3, 6), (5, 7)], b'u': [(0, 7), (6, 6)], b'v': [(6, 2), (7, 0)], b'w': [(0, 5), (7, 4)], b'x': [(2, 0), (4, 7)], b'y': [(4, 3), (4, 6)], b'z': [(1, 5), (2, 6)]}
25676612441255554100171404005421256425402425215514775133562570145540256743132214257041516712131440253651373622120576465525361477510477555136624025674374144027005555170551522427252412250113751455513343,{b'a': [(0, 0), (2, 5)], b'b': [(1, 5), (2, 1), (5, 4)], b'c': [(3, 6), (5, 6)], b'd': [(4, 3), (6, 6)], b'e': [(1, 4)], b'f': [(3, 1), (7, 7)], b'g': [(1, 1), (3, 0), (7, 6)], b'h': [(2, 2), (2, 7), (6, 4), (7, 5)], b'i': [(1, 2)], b'j': [(2, 3), (6, 3), (7, 1)], b'k': [(1, 7), (6, 2), (7, 2)], b'l': [(5, 5)], b'm': [(0, 1), (4, 1), (7, 0)], b'n': [(0, 5), (6, 7)], b'o': [(5, 1)], b'p': [(1, 0), (1, 6), (3, 4), (4, 6)], b'q': [(2, 0), (3, 5), (4, 2), (6, 5)], b'r': [(0, 4), (3, 3)], b's': [(4, 0)], b't': [(1, 3), (2, 4)], b'u': [(3, 7), (4, 5), (5, 3)], b'v': [(0, 3), (0, 7), (2, 6), (3, 2), (6, 1), (7, 3)], b'w': [(4, 4), (4, 7), (5, 2)], b'x': [(5, 0)], b'y': [(0, 6), (7, 4)], b'z': [(0, 2), (5, 7), (6, 0)]}
43004726346063260343260617075631035454435574174431366537657451475441344300003060433326741764523665627231317354653136076141734347262460432660501674114304622365756514333472003126730761246543172077741665,{b'a': [(4, 3), (7, 2)], b'b': [(2, 4), (3, 0), (5, 3)], b'c': [(2, 1)], b'd': [(6, 2)], b'e': [(5, 4), (6, 0), (6, 5)], b'f': [(2, 7), (5, 7), (7, 6)], b'g': [(1, 3), (4, 4)], b'h': [(0, 3), (3, 4), (3, 6), (7, 3)], b'i': [(3, 2), (3, 5), (6, 4)], b'j': [(1, 0), (1, 2), (4, 5)], b'k': [(0, 5), (0, 6), (2, 2), (2, 5), (4, 6)], b'l': [(0, 0), (4, 7)], b'm': [(5, 5), (7, 7)], b'n': [(0, 4), (1, 7), (2, 3)], b'o': [(0, 7), (7, 4)], b'p': [(3, 7), (5, 1)], b'q': [(1, 5), (6, 6)], b'r': [(1, 1), (1, 4), (1, 6), (5, 0)], b's': [(3, 3), (4, 1), (5, 2)], b't': [(2, 6), (3, 1)], b'u': [(4, 0), (6, 1), (6, 7)], b'v': [(7, 1), (7, 5)], b'w': [(5, 6)], b'x': [(4, 2)], b'y': [(0, 1), (2, 0), (6, 3)], b'z': [(0, 2), (7, 0)]}
44747607074533325337100430641677350316466733110616565177221707504522223065325065012236767441070752670711435305542630171651220122367476113344225205304532304154452236114506221643673144225056205322645356,{b'a': [(0, 1), (1, 0), (4, 5), (6, 7)], b'b': [(1, 2), (5, 5)], b'c': [(1, 7), (5, 2)], b'd': [(3, 6)], b'e': [(3, 0), (5, 0)], b'f': [(3, 5), (4, 3)], b'g': [(1, 5), (4, 2), (4, 7), (6, 2), (7, 1)], b'h': [(2, 6), (7, 2)], b'i': [(4, 1), (4, 4), (7, 6)], b'j': [(2, 4), (7, 0)], b'k': [(6, 0)], b'l': [(0, 7), (1, 1), (3, 3)], b'm': [(2, 3), (3, 1), (4, 6)], b'n': [(2, 2)], b'o': [(1, 6), (5, 3)], b'p': [(2, 0), (3, 4), (6, 1)], b'q': [(5, 7)], b'r': [(0, 3), (0, 5), (5, 1)], b's': [(3, 2), (3, 7), (6, 5)], b't': [(2, 5), (5, 4)], b'u': [(5, 6), (7, 3), (7, 7)], b'v': [(0, 4), (1, 3), (2, 7)], b'w': [(7, 4)], b'x': [(0, 2), (2, 1), (4, 0), (6, 3), (6, 6)], b'y': [(0, 6), (6, 4), (7, 5)], b'z': [(0, 0), (1, 4)]}
65042515105111421076113644112514607072372532444213352332255423201265364476235225747611717251212417113523326365364421666653233223246272104011364431202521511104442164154421322320624410406571257465717232,{b'a': [(2, 1), (2, 3)], b'b': [(3, 4), (7, 7)], b'c': [(1, 7), (4, 6), (5, 2), (6, 2)], b'd': [(1, 2), (5, 4)], b'e': [(2, 5), (4, 4), (5, 3), (7, 2)], b'f': [(4, 0), (7, 6)], b'g': [(4, 7), (5, 6), (5, 7)], b'h': [(0, 4), (3, 6), (7, 1)], b'i': [(0, 5), (6, 1)], b'j': [(2, 6)], b'k': [(0, 0), (0, 1), (5, 0), (6, 7), (7, 5)], b'l': [(2, 2), (7, 0), (7, 3)], b'm': [(1, 4), (4, 1)], b'n': [(2, 0), (2, 4)], b'o': [(1, 0), (3, 1), (7, 4)], b'p': [(1, 5), (6, 0), (6, 4), (6, 6)], b'q': [(0, 6), (1, 3), (4, 5)], b'r': [(3, 2)], b's': [(4, 2), (5, 1), (5, 5)], b't': [(1, 1), (6, 5)], b'u': [(3, 5)], b'v': [(0, 2), (0, 3), (4, 3)], b'w': [(3, 7)], b'x': [(0, 7), (2, 7)], b'y': [(1, 6), (3, 3), (6, 3)], b'z': [(3, 0)]}
25165732303427764041767131453112143212355203143447761363071420702676630732613061145526344701771513662776340714664776200355326612752516763461272541131455664734417607421666664734277601353061324227346166,{b'a': [(1, 3), (6, 1)], b'b': [(2, 6)], b'c': [(0, 5), (2, 4), (4, 6), (7, 3), (7, 4)], b'd': [(1, 5), (3, 7), (5, 5), (6, 3), (6, 4)], b'e': [(3, 4), (7, 6)], b'f': [(3, 5), (7, 5)], b'g': [(4, 2)], b'h': [(1, 6), (4, 1), (4, 7)], b'i': [(0, 3), (0, 7), (3, 1)], b'j': [(0, 4), (1, 7), (5, 0)], b'k': [(1, 0), (2, 1), (4, 3)], b'l': [(5, 4), (7, 7)], b'm': [(2, 0), (5, 2)], b'n': [(1, 4)], b'o': [(0, 1), (1, 2), (7, 2)], b'p': [(2, 3)], b'q': [(1, 1), (5, 6)], b'r': [(2, 7)], b's': [(3, 2), (4, 5)], b't': [(2, 5), (4, 0), (6, 6)], b'u': [(0, 0), (0, 2), (5, 1), (5, 7), (6, 5)], b'v': [(0, 6), (6, 2), (7, 1)], b'w': [(3, 0), (6, 7)], b'x': [(2, 2), (3, 6), (4, 4)], b'y': [(6, 0), (7, 0)], b'z': [(3, 3), (5, 3)]}
61266164156061107075422661461400602202614672107313615361727254020020616110647113741473606161106427655617450001545337206161106472546022116506574245541062113511222440007356461700375414540417066060224242,{b'a': [(2, 4), (5, 4)], b'b': [(0, 7), (4, 1), (5, 7), (7, 5)], b'c': [(0, 2), (4, 5), (7, 6)], b'd': [(1, 5), (1, 6), (3, 1), (3, 7)], b'e': [(0, 0), (1, 1), (4, 2)], b'f': [(7, 2), (7, 7)], b'g': [(1, 4), (3, 3), (5, 1)], b'h': [(2, 2)], b'i': [(0, 4), (1, 3), (5, 6)], b'j': [(3, 4), (6, 3)], b'k': [(1, 2), (4, 4), (7, 1)], b'l': [(2, 6)], b'm': [(3, 0), (5, 0)], b'n': [(1, 7), (4, 6), (5, 3), (7, 4)], b'o': [(6, 1)], b'p': [(2, 7)], b'q': [(2, 1), (2, 5)], b'r': [(6, 4), (6, 5)], b's': [(0, 1), (0, 6), (4, 3), (6, 2), (6, 6), (7, 0), (7, 3)], b't': [(2, 0), (6, 0)], b'u': [(1, 0)], b'v': [(2, 3), (4, 0)], b'w': [(0, 5), (3, 5)], b'x': [(3, 2), (4, 7)], b'y': [(0, 3), (3, 6), (5, 2), (6, 7)], b'z': [(5, 5)]}
70063401255161006105676230377632035775767615736170464665616460520574550544327174110657234330521657744464612254673134376167757152055262741005066016700375374351616463441302046420322761640476551631700227,{b'a': [(0, 3), (6, 7), (7, 0)], b'b': [(5, 2)], b'c': [(0, 4), (1, 4)], b'd': [(1, 5), (3, 4)], b'e': [(0, 5), (1, 6), (6, 4)], b'f': [(3, 2), (5, 7)], b'g': [(7, 7)], b'h': [(6, 1)], b'i': [(1, 3), (2, 2), (2, 5), (3, 6), (5, 0)], b'j': [(2, 4), (3, 3)], b'k': [(1, 0), (1, 2)], b'l': [(4, 6), (7, 1), (7, 5)], b'm': [(0, 7), (2, 6), (3, 0), (5, 4)], b'n': [(0, 2), (0, 6), (3, 1)], b'o': [(2, 0), (4, 3), (7, 4), (7, 6)], b'p': [(6, 3)], b'q': [(4, 1)], b'r': [(2, 3), (4, 4), (6, 2)], b's': [(3, 7), (7, 3)], b't': [(0, 0), (2, 7), (5, 1), (6, 5)], b'u': [(3, 5), (4, 0), (5, 6), (6, 6)], b'v': [(4, 5), (5, 5)], b'w': [(0, 1), (1, 1)], b'x': [(4, 2), (4, 7)], b'y': [(6, 0)], b'z': [(1, 7), (2, 1), (5, 3), (7, 2)]}
